CAR,buying_low,buying_med,buying_vhigh,maint_low,maint_med,maint_vhigh,doors_3,doors_4,doors_5more,persons_4,persons_more,lug_boot_med,lug_boot_small,safety_low,safety_med,sampleNum
unacc,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,1038
unacc,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,937
unacc,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,304
unacc,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,562
unacc,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1301
unacc,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,1143
unacc,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,138
unacc,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,66
unacc,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,1328
unacc,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,1648
unacc,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,979
unacc,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,1152
unacc,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1303
unacc,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,493
unacc,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,1053
unacc,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,471
unacc,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1435
unacc,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,573
unacc,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,73
unacc,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,576
unacc,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1547
unacc,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,802
unacc,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1628
unacc,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1655
unacc,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,85
unacc,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,1220
unacc,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,1221
unacc,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,926
unacc,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,1082
unacc,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,1137
unacc,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,868
unacc,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1423
unacc,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,1274
unacc,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,1209
unacc,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,1336
unacc,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1138
unacc,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,1207
unacc,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1649
unacc,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,305
unacc,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,1309
unacc,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,1354
unacc,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,978
unacc,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,103
unacc,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1365
unacc,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,276
unacc,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,1272
unacc,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,1350
unacc,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,433
unacc,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,506
unacc,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,72
unacc,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,71
unacc,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,481
unacc,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,951
unacc,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,301
unacc,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,1386
unacc,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,251
unacc,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,92
unacc,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,864
unacc,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,1368
unacc,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,3
unacc,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,167
unacc,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,1338
unacc,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,363
unacc,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,669
unacc,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,165
unacc,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,694
unacc,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,83
unacc,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,56
unacc,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,574
unacc,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1408
unacc,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,874
unacc,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,1230
unacc,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,432
unacc,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,1290
unacc,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,6
unacc,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,523
unacc,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,510
unacc,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,324
unacc,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,413
unacc,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,1686
unacc,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,156
unacc,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,140
unacc,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1486
unacc,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1001
unacc,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,1270
unacc,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,1293
unacc,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,1224
unacc,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,225
unacc,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,408
unacc,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,315
unacc,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,947
unacc,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,331
unacc,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,1638
unacc,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,353
unacc,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,396
unacc,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,291
unacc,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,397
unacc,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,993
unacc,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1532
unacc,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,45
unacc,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,141
unacc,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,1571
unacc,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,532
unacc,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1193
unacc,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,921
unacc,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,612
unacc,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,348
unacc,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,1167
unacc,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,64
unacc,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,426
unacc,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,1567
unacc,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,213
unacc,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,1698
unacc,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,94
unacc,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,898
unacc,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,658
unacc,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,149
unacc,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,172
unacc,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,1179
unacc,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,693
unacc,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,1081
unacc,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1598
unacc,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,748
unacc,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,1506
unacc,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,1371
unacc,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,924
unacc,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,987
unacc,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,1008
unacc,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,1023
unacc,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,811
unacc,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,1563
unacc,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,530
unacc,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,777
unacc,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,533
unacc,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,124
unacc,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1491
unacc,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,1512
unacc,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,729
unacc,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,570
unacc,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1489
unacc,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,553
unacc,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,182
unacc,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,712
unacc,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,753
unacc,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,267
unacc,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,775
unacc,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,297
unacc,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1520
unacc,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,1191
unacc,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1355
unacc,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,627
unacc,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,1063
unacc,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,1665
unacc,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,845
unacc,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,991
unacc,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,330
unacc,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,109
unacc,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,813
unacc,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,300
unacc,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,1629
unacc,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,387
unacc,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,188
unacc,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,411
unacc,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,1233
unacc,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,1277
unacc,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,356
unacc,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1527
unacc,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,1395
unacc,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1458
unacc,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,678
unacc,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,684
unacc,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,60
unacc,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,650
unacc,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,187
unacc,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,1107
unacc,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,1170
unacc,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,1141
unacc,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,927
unacc,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,121
unacc,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,1380
unacc,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,714
unacc,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,906
unacc,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,285
unacc,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1653
unacc,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,1203
unacc,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1194
unacc,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,102
unacc,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,550
unacc,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,814
unacc,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,77
unacc,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,247
unacc,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,217
unacc,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1466
unacc,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,249
unacc,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,601
unacc,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,417
unacc,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,289
unacc,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,705
unacc,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,33
unacc,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,710
unacc,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,1185
unacc,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,915
unacc,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1509
unacc,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,975
unacc,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,575
unacc,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1033
unacc,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,1296
unacc,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,332
unacc,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,730
unacc,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,129
unacc,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,544
unacc,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,763
unacc,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,442
unacc,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,984
unacc,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,766
unacc,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,147
unacc,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,21
unacc,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,345
unacc,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,278
unacc,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,186
unacc,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,339
unacc,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,318
unacc,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,1092
unacc,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,512
unacc,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,837
unacc,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,200
unacc,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1196
unacc,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,1443
unacc,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,11
unacc,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,91
unacc,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,410
unacc,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1465
unacc,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,133
unacc,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,564
unacc,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1568
unacc,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,928
unacc,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,747
unacc,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1544
unacc,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,511
unacc,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,816
unacc,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,1719
unacc,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,594
acc,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,1144
acc,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,1633
acc,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,835
acc,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,646
acc,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,995
acc,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,848
acc,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,905
acc,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,257
acc,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,962
acc,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,427
acc,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,430
acc,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1321
acc,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,931
acc,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,592
acc,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,373
acc,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,1612
acc,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,563
acc,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,1525
acc,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,362
acc,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,1576
acc,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,1090
acc,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,1343
acc,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,821
acc,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,1019
acc,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,295
acc,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,268
acc,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,368
acc,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,1450
acc,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,689
acc,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,556
acc,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,1261
acc,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1043
acc,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1307
acc,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,1120
acc,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,286
acc,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,1366
acc,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,610
acc,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,691
acc,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,634
acc,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,1558
acc,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1447
acc,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,1234
acc,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,830
acc,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,800
acc,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1105
acc,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,1373
acc,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,880
acc,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,1372
acc,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1010
acc,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,772
acc,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,1337
acc,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,611
acc,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,779
acc,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,1477
acc,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1037
acc,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,416
acc,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,365
acc,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,1049
acc,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,826
acc,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,875
acc,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,1478
acc,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1376
acc,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,1171
acc,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,266
acc,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,1480
acc,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,431
acc,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,1310
acc,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,227
acc,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,724
acc,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,719
acc,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,1340
acc,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,1210
acc,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,619
acc,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,1121
acc,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,1441
acc,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,700
vgood,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,1184
vgood,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1589
vgood,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1511
vgood,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1646
vgood,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,1607
vgood,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1565
vgood,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,1232
vgood,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,1697
vgood,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,1715
vgood,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,1454
vgood,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,1481
vgood,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1421
vgood,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1529
good,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,1669
good,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1523
good,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,1231
good,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,1267
good,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,1672
good,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1535
good,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,1561
good,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,1289
good,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,1615
good,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,1712
good,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1645
good,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,1577
good,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,1213
